,name,province,climate_id,station_id,wmo_id,tc_id,latitude_decimal_degrees,longitude_decimal_degrees,latitude,longitude,elevation_m,start_date,end_date,h_rain_nan,T_low_nan,date_nan,h_snow_nan,T_high_nan,h_all_precip_nan,T_high_avg_nan,T_min_nan,T_low_avg_nan,T_max_nan,period_T_low_nan,period_T_high_nan,T_min_year_nan,day_nan,T_max_year_nan,month_nan,alm_stn_id,alm_stn_dist,norm_stn_id,norm_stn_dist,temp_nan_post_fill,precip_nan_post_fill
263,DARFIELD,BRITISH COLUMBIA,1162265,1257,,,51.3,-120.18,511750400.0,-1201057600.0,412.0,1956.0,2015.0,73.0,72.0,0.0,73.0,75.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.0,0.0,1257.0,0.0,65.0,65.0
264,KAMLOOPS A,BRITISH COLUMBIA,1163781,51423,71887.0,YKA,50.7,-120.45,504209000.0,-1202655000.0,345.3,2013.0,2015.0,72.0,65.0,0.0,65.0,65.0,70.0,357.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,0.7064938735908605,1275.0,0.7064938735908605,65.0,65.0
265,KAMLOOPS AUT,BRITISH COLUMBIA,1163842,42203,71741.0,ZKA,50.7,-120.44,504208000.0,-1202631000.0,345.0,2006.0,2015.0,730.0,67.0,0.0,730.0,72.0,114.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,0.0,1275.0,0.0,65.0,65.0
266,100 MILE HOUSE 6NE,BRITISH COLUMBIA,1165793,1309,,,51.68,-121.22,514053000.0,-1211301000.0,928.0,1987.0,2015.0,145.0,145.0,0.0,145.0,145.0,145.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,6.463673513159562,1308.0,6.463673513159562,65.0,65.0
267,RED LAKE,BRITISH COLUMBIA,1166658,1313,,,50.94,-120.8,505606000.0,-1204800000.0,1162.0,1974.0,2015.0,93.0,93.0,0.0,93.0,93.0,93.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.0,36.73380516886787,1313.0,0.0,65.0,65.0
268,SILVER CREEK,BRITISH COLUMBIA,1167337,1327,,,50.55,-119.35,503242700.0,-1192100100.0,419.0,1989.0,2015.0,81.0,81.0,0.0,81.0,81.0,81.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0,17.405847909590346,1327.0,0.0,65.0,66.0
269,SUN PEAKS MOUNTAIN,BRITISH COLUMBIA,1168204,1338,,,50.9,-119.91,505410844.0,-1195440813.0,1847.42,1980.0,2015.0,675.0,674.0,0.0,675.0,675.0,675.0,366.0,41.0,366.0,35.0,0.0,0.0,41.0,0.0,35.0,0.0,1266.0,19.11990141688224,1266.0,19.11990141688224,65.0,65.0
270,VAVENBY,BRITISH COLUMBIA,1168520,1340,,,51.58,-119.78,513434000.0,-1194641000.0,445.0,1913.0,2015.0,87.0,86.0,0.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,0.0,1340.0,0.0,65.0,66.0
271,KAMLOOPS PRATT ROAD,BRITISH COLUMBIA,116C8P0,1216,,,50.6,-120.2,503600000.0,-1201200000.0,640.0,1986.0,2015.0,164.0,164.0,0.0,164.0,164.0,164.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,20.294301463255685,1222.0,18.54426926687706,65.0,65.0
272,SALMON ARM CS,BRITISH COLUMBIA,116FRMN,6843,71218.0,WSL,50.7,-119.29,504210800.0,-1191726440.0,350.5,1991.0,2015.0,730.0,66.0,0.0,730.0,70.0,78.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0,0.7064938735890629,6843.0,0.0,65.0,66.0
273,SUN PEAKS LOWER,BRITISH COLUMBIA,116Q20D,11006,,,50.89,-119.88,505313451.0,-1195259137.0,1310.57,1994.0,2015.0,676.0,675.0,0.0,676.0,676.0,676.0,366.0,7.0,366.0,5.0,0.0,0.0,7.0,0.0,5.0,0.0,1266.0,21.36454318525719,1310.0,19.544713072242146,65.0,65.0
274,SUN PEAKS UPPER,BRITISH COLUMBIA,116QK0M,11005,,,50.9,-119.92,505407500.0,-1195506000.0,2055.0,1994.0,2015.0,496.0,496.0,0.0,496.0,498.0,496.0,356.0,39.0,356.0,25.0,0.0,0.0,39.0,0.0,25.0,0.0,1266.0,18.421528700448672,1266.0,18.421528700448672,65.0,65.0
275,GOLDEN A,BRITISH COLUMBIA,1173210,1364,71173.0,YGE,51.3,-116.98,511757000.0,-1165856000.0,784.9,1902.0,2015.0,96.0,96.0,0.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52439.0,0.0,1364.0,0.0,65.0,67.0
276,GOLDSTREAM RIVER,BRITISH COLUMBIA,1173242,1365,,,51.63,-118.42,513747000.0,-1182529000.0,700.1,1982.0,2015.0,70.0,80.0,0.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.0,0.0,1365.0,0.0,65.0,66.0
277,MICA DAM,BRITISH COLUMBIA,1175122,1367,,,52.05,-118.59,520311000.0,-1183507000.0,579.1,1951.0,2015.0,112.0,114.0,0.0,112.0,115.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,0.0,1367.0,0.0,65.0,66.0
278,REVELSTOKE A,BRITISH COLUMBIA,1176745,49492,71685.0,YRV,50.97,-118.18,505800000.0,-1181100000.0,444.7,2011.0,2015.0,730.0,106.0,0.0,730.0,108.0,111.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.0,2.3332428829400897,1372.0,2.3332428829400897,65.0,66.0
280,REVELSTOKE AIRPORT AUTO,BRITISH COLUMBIA,1176755,49548,71882.0,VRA,50.96,-118.18,505729600.0,-1181034600.0,444.7,2011.0,2015.0,730.0,72.0,0.0,730.0,77.0,88.0,365.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.0,1.3157977029228205,1372.0,1.3157977029228205,65.0,66.0
281,YOHO PARK,BRITISH COLUMBIA,11790J1,6844,71786.0,WYL,51.44,-116.34,512634400.0,-1162040400.0,1602.0,1992.0,2015.0,730.0,66.0,0.0,730.0,73.0,88.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.0,1.311932459481853,6844.0,0.0,65.0,67.0
282,YOHO NP EMERALD LAKE,BRITISH COLUMBIA,117R00G,27094,,,51.43,-116.54,512600000.0,-1163227900.0,1280.0,1995.0,2015.0,373.0,373.0,0.0,373.0,373.0,373.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.0,5.6061537106692425,1346.0,5.6061537106692425,65.0,67.0
283,YOHO NP OHARA LAKE,BRITISH COLUMBIA,117R00H,1347,,,51.36,-116.34,512122032.0,-1162013002.0,2024.6,1987.0,2015.0,397.0,397.0,0.0,397.0,397.0,397.0,285.0,10.0,285.0,12.0,0.0,0.0,10.0,0.0,12.0,0.0,1382.0,10.037191383215632,6844.0,8.900474010719893,65.0,67.0
284,CHARLIE LAKE,BRITISH COLUMBIA,11814FR,1398,,,56.3,-121.02,561751600.0,-1210059400.0,753.0,1988.0,2015.0,559.0,562.0,0.0,559.0,561.0,559.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,18.589918719633523,1388.0,5.601700820102174,65.0,65.0
285,CHETWYND A,BRITISH COLUMBIA,1181508,1400,,YCQ,55.69,-121.63,554114000.0,-1213736000.0,609.6,1982.0,2015.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51420.0,0.0,1400.0,0.0,65.0,65.0
286,DAWSON CREEK A,BRITISH COLUMBIA,1182289,48208,71471.0,YDQ,55.74,-120.18,554432000.0,-1201059000.0,654.7,2009.0,2015.0,730.0,88.0,0.0,730.0,93.0,95.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.0,0.0,1404.0,0.0,65.0,65.0
287,FORT ST. JOHN A,BRITISH COLUMBIA,1183001,50837,71943.0,YXJ,56.24,-120.74,561418000.0,-1204425000.0,694.9,2012.0,2015.0,88.0,65.0,0.0,70.0,65.0,84.0,364.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,0.0,1413.0,0.0,65.0,65.0
289,MACKENZIE,BRITISH COLUMBIA,1184791,48870,71290.0,YZY,55.3,-123.13,551758000.0,-1230800000.0,690.1,2010.0,2015.0,730.0,79.0,0.0,730.0,86.0,86.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.0,1.2816947743062277,1423.0,1.2816947743062277,65.0,66.0
290,MACKENZIE AIRPORT AUTO,BRITISH COLUMBIA,1184793,51517,71944.0,VZY,55.31,-123.14,551819041.0,-1230816088.0,694.0,2013.0,2015.0,730.0,67.0,0.0,730.0,71.0,120.0,365.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.0,0.0,1423.0,0.0,65.0,66.0
291,SIKANNI CHIEF,BRITISH COLUMBIA,1187335,1440,,WKS,57.25,-122.72,571501008.0,-1224305001.0,937.0,1990.0,2015.0,320.0,320.0,0.0,320.0,320.0,320.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52078.0,0.0,1440.0,0.0,65.0,65.0
292,TAYLOR FLATS,BRITISH COLUMBIA,1188020,1443,,,56.17,-120.69,561000003.0,-1204116000.0,517.0,1960.0,2015.0,364.0,730.0,0.0,364.0,730.0,364.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,1393.0,6.709500024505477,1443.0,0.0,65.0,65.0
293,DEASE LAKE A,BRITISH COLUMBIA,1192341,49628,71686.0,YDL,58.42,-130.03,582520000.0,-1300153000.0,802.8,2011.0,2015.0,730.0,108.0,0.0,730.0,118.0,124.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.0,1.614409554655843,6845.0,1.113851141589128,65.0,65.0
294,FORT NELSON A,BRITISH COLUMBIA,1192946,50819,71945.0,YYE,58.84,-122.6,585011000.0,-1223549000.0,381.9,2012.0,2015.0,81.0,65.0,0.0,70.0,66.0,78.0,362.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,0.0,1455.0,0.0,65.0,65.0
295,FORT NELSON UA,BRITISH COLUMBIA,1192950,8248,71945.0,,58.84,-122.57,585029000.0,-1223422070.0,378.3,1999.0,2015.0,77.0,77.0,0.0,77.0,77.0,77.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,1.7322514188082332,1455.0,1.7322514188082332,65.0,65.0
296,DEASE LAKE (AUT),BRITISH COLUMBIA,119BLM0,6845,71222.0,WKX,58.43,-130.03,582533959.0,-1300130000.0,800.67,1993.0,2015.0,730.0,65.0,0.0,730.0,72.0,81.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.0,1.1684463161692802,6845.0,0.0,65.0,65.0
297,ATLIN,BRITISH COLUMBIA,1200560,1485,,,59.57,-133.7,593400000.0,-1334200000.0,673.6,1899.0,2015.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485.0,0.0,1485.0,0.0,65.0,66.0
298,PLEASANT CAMP,BRITISH COLUMBIA,1206197,1504,,,59.45,-136.37,592700000.0,-1362200000.0,274.3,1974.0,2015.0,82.0,82.0,0.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,0.0,1504.0,0.0,65.0,66.0
301,BURWASH A,YUKON TERRITORY,2100181,49650,71001.0,YDB,61.37,-139.04,612214000.0,-1390224000.0,805.3,2011.0,2015.0,730.0,102.0,0.0,730.0,104.0,115.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50270.0,0.0,1525.0,0.5347698177026772,65.0,84.0
302,BURWASH A,YUKON TERRITORY,2100182,1525,,YDB,61.37,-139.05,612200000.0,-1390300000.0,806.2,1966.0,2015.0,433.0,433.0,0.0,433.0,433.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,0.0,1525.0,0.0,65.0,84.0
303,BURWASH AIRPORT AUTO BC,YUKON TERRITORY,2100184,51718,71195.0,VBR,61.37,-139.02,612200000.0,-1390100000.0,807.0,2013.0,2015.0,730.0,66.0,0.0,730.0,72.0,354.0,365.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31087.0,0.5347698177026772,1525.0,1.6043094405579748,65.0,84.0
304,CARMACKS CS,YUKON TERRITORY,2100301,27950,71039.0,XCK,62.12,-136.19,620654000.0,-1361131100.0,542.9,1999.0,2015.0,730.0,72.0,0.0,730.0,74.0,87.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522.0,75.59677720613153,1522.0,75.59677720613153,65.0,66.0
306,DAWSON A,YUKON TERRITORY,2100402,1535,,YDA,64.04,-139.13,640235000.0,-1390740000.0,370.33,1976.0,2015.0,466.0,466.0,0.0,466.0,466.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51421.0,0.0,1535.0,0.0,65.0,77.0
307,FARO A,YUKON TERRITORY,2100517,1548,,ZFA,62.21,-133.37,621225000.0,-1332224000.0,716.3,1977.0,2015.0,463.0,463.0,0.0,463.0,463.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,0.0,1548.0,0.0,65.0,66.0
308,FARO (AUT),YUKON TERRITORY,2100518,8964,71949.0,WUM,62.21,-133.38,621227000.0,-1332233000.0,716.6,1992.0,2015.0,730.0,65.0,0.0,730.0,69.0,78.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,0.5203723190494393,1548.0,0.5203723190494393,65.0,66.0
310,HAINES JUNCTION,YUKON TERRITORY,2100630,1556,71505.0,WHT,60.77,-137.58,604621008.0,-1373449004.0,595.3,1944.0,2015.0,730.0,66.0,0.0,730.0,71.0,288.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0,40.82709029832781,1557.0,4.419115028967157,65.0,84.0
314,MACMILLAN PASS,YUKON TERRITORY,2100693,27339,71990.0,WNV,63.24,-130.04,631437026.0,-1300214028.0,1379.0,1998.0,2015.0,730.0,65.0,0.0,730.0,68.0,312.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,205.36331998409332,1548.0,205.36331998409335,65.0,66.0
316,MAYO A,YUKON TERRITORY,2100701,51426,71965.0,YMA,63.62,-135.87,633659000.0,-1355206000.0,503.8,2013.0,2015.0,113.0,65.0,0.0,72.0,66.0,77.0,343.0,0.0,343.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1572.0,0.0,1572.0,0.0,65.0,77.0
317,MAYO ROAD,YUKON TERRITORY,2100709,1573,,,60.88,-135.18,605235000.0,-1351058000.0,655.0,1983.0,2015.0,91.0,96.0,0.0,91.0,95.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0,0.0,1573.0,0.0,65.0,84.0
321,PELLY RANCH,YUKON TERRITORY,2100880,1586,,,62.83,-137.31,624948009.0,-1371839005.0,445.0,1898.0,2015.0,366.0,366.0,0.0,366.0,366.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0,0.0,1586.0,0.0,65.0,77.0
324,DAWSON,YUKON TERRITORY,2100LRP,10194,71966.0,WON,64.06,-139.13,640339076.0,-1390736000.0,370.0,1995.0,2015.0,730.0,67.0,0.0,730.0,74.0,89.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51421.0,2.229562347918919,1535.0,2.229562347918919,65.0,77.0
325,TAKHINI RIVER RANCH,YUKON TERRITORY,2101095,1608,,,60.95,-135.57,605645000.0,-1353423000.0,671.0,1980.0,2015.0,368.0,399.0,0.0,368.0,396.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,0.0,1608.0,0.0,65.0,84.0
326,TESLIN (AUT),YUKON TERRITORY,2101102,8985,71045.0,WZW,60.17,-132.73,601000000.0,-1324400000.0,705.0,1992.0,2015.0,730.0,68.0,0.0,730.0,75.0,117.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,0.5551347364989725,1610.0,0.5551347364989725,65.0,84.0
327,WATSON LAKE (AUT),YUKON TERRITORY,2101204,32293,71199.0,XQH,60.12,-128.83,600657020.0,-1284955020.0,683.3,2002.0,2015.0,730.0,98.0,0.0,730.0,103.0,108.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,0.5559779807194294,1615.0,0.5559779807194294,65.0,84.0
328,WHITEHORSE A,YUKON TERRITORY,2101303,50842,71964.0,YXY,60.71,-135.07,604234000.0,-1350402000.0,706.2,2012.0,2015.0,730.0,65.0,0.0,730.0,65.0,730.0,365.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617.0,0.0,1617.0,0.0,65.0,84.0
329,WHITEHORSE AUTO,YUKON TERRITORY,2101310,48168,71773.0,VXY,60.73,-135.1,604359000.0,-1350552000.0,707.0,2009.0,2015.0,730.0,124.0,0.0,730.0,121.0,72.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617.0,2.7654193235467592,1617.0,2.7654193235467592,65.0,84.0
331,COLVILLE LAKE,NORTHWEST TERRITORIES,2200824,10867,71055.0,WFX,67.02,-126.12,670117040.0,-1260723070.0,271.0,1994.0,2015.0,730.0,195.0,0.0,730.0,195.0,441.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52899.0,0.4358404308176815,1644.0,141.81826990539162,65.0,78.0
332,DELINE CS,NORTHWEST TERRITORIES,2201022,27749,71503.0,XDE,65.21,-123.43,651231090.0,-1232600070.0,212.8,1999.0,2015.0,730.0,132.0,0.0,730.0,135.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52778.0,0.4680485488646721,6850.0,0.4680485488646721,65.0,78.0
335,FORT GOOD HOPE CS,NORTHWEST TERRITORIES,2201450,27549,71491.0,ZGH,66.24,-128.64,661432044.0,-1283839081.0,81.7,1998.0,2015.0,730.0,67.0,0.0,730.0,69.0,569.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52602.0,0.4497762605292321,1644.0,0.4497762605292321,65.0,78.0
337,FORT PROVIDENCE,NORTHWEST TERRITORIES,2201799,10902,71087.0,WID,61.32,-117.6,611901000.0,-1173607000.0,161.5,1994.0,2015.0,730.0,174.0,0.0,730.0,174.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664.0,111.84048941511864,10902.0,0.0,65.0,65.0
338,FORT RELIANCE (AUT),NORTHWEST TERRITORIES,2201903,8935,71160.0,WFZ,62.71,-109.17,624241000.0,-1091006000.0,167.6,1994.0,2015.0,730.0,67.0,0.0,730.0,69.0,88.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652.0,1.114571142439751,1707.0,260.11463999309643,65.0,65.0
340,FORT SMITH CLIMATE,NORTHWEST TERRITORIES,2202202,41884,71362.0,ZSM,60.03,-111.93,600134000.0,-1115546000.0,203.0,2003.0,2015.0,730.0,66.0,0.0,730.0,68.0,73.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.0,2.009807906419728,1660.0,2.009807906419728,65.0,65.0
341,HANBURY RIVER,NORTHWEST TERRITORIES,2202351,10897,71963.0,WQY,63.6,-105.13,633600000.0,-1050800000.0,317.4,1994.0,2015.0,730.0,114.0,0.0,730.0,111.0,157.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652.0,225.94032744972424,1707.0,471.09653123557365,65.0,65.0
342,HAY RIVER CLIMATE,NORTHWEST TERRITORIES,2202402,41885,71361.0,ZHY,60.84,-115.78,605020000.0,-1154636000.0,164.0,2003.0,2015.0,730.0,65.0,0.0,730.0,68.0,72.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664.0,0.0,1664.0,0.0,65.0,65.0
343,INNER WHALEBACKS,NORTHWEST TERRITORIES,2202560,10209,71162.0,WBJ,61.92,-113.73,615513030.0,-1134335040.0,165.2,1994.0,2015.0,730.0,235.0,0.0,730.0,239.0,306.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706.0,70.63015009244562,1706.0,70.63015009244562,65.0,65.0
347,LAC LA MARTRE,NORTHWEST TERRITORIES,2202678,1674,71163.0,WMT,63.13,-117.24,630801070.0,-1171441050.0,271.3,1974.0,2015.0,730.0,65.0,0.0,730.0,66.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51886.0,110.41133425657678,10926.0,109.33310895377844,65.0,65.0
348,NORMAN WELLS A,NORTHWEST TERRITORIES,2202801,50717,71043.0,YVQ,65.28,-126.8,651653000.0,-1264755000.0,72.5,2012.0,2015.0,78.0,65.0,0.0,67.0,65.0,73.0,359.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.0,0.0,1680.0,0.0,65.0,78.0
349,NORMAN WELLS CLIMATE,NORTHWEST TERRITORIES,2202810,43004,71480.0,NVQ,65.29,-126.75,651715090.0,-1264512084.0,93.6,2003.0,2015.0,730.0,74.0,0.0,730.0,82.0,110.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.0,2.586294183103136,1680.0,2.586294183103136,65.0,78.0
353,RABBIT KETTLE,NORTHWEST TERRITORIES,2203342,26895,71980.0,WQF,61.96,-127.21,615747000.0,-1271233000.0,618.0,1995.0,2015.0,730.0,213.0,0.0,730.0,257.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53600.0,238.57371005234936,1705.0,238.57371005234936,65.0,78.0
354,RAE LAKES,NORTHWEST TERRITORIES,2203359,10926,71165.0,WYH,64.11,-117.33,640642078.0,-1171940086.0,223.2,1994.0,2015.0,730.0,413.0,0.0,730.0,414.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51886.0,1.4807516720130018,10926.0,0.0,65.0,65.0
360,YELLOWKNIFE A,NORTHWEST TERRITORIES,2204101,51058,71936.0,YZF,62.46,-114.44,622747000.0,-1142625000.0,205.7,2013.0,2015.0,81.0,65.0,0.0,67.0,66.0,76.0,359.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706.0,0.0,1706.0,0.0,65.0,65.0
362,YELLOWKNIFE-HENDERSON,NORTHWEST TERRITORIES,2204110,45467,,,62.45,-114.38,622700000.0,-1142300000.0,200.0,2006.0,2015.0,66.0,65.0,0.0,66.0,66.0,66.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706.0,3.2913556001900184,1706.0,3.2913556001900184,65.0,65.0
365,LITTLE CHICAGO,NORTHWEST TERRITORIES,220B6Q3,10760,71164.0,WLG,67.18,-130.23,671045000.0,-1301341000.0,62.5,1993.0,2015.0,730.0,123.0,0.0,730.0,125.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52602.0,125.89708095427521,1644.0,125.89708095427521,65.0,78.0
367,LUTSELK'E CS,NORTHWEST TERRITORIES,220L002,29451,71529.0,XLU,62.42,-110.69,622456030.0,-1104125070.0,178.9,1999.0,2015.0,730.0,65.0,0.0,730.0,67.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53510.0,0.5167550966257306,1707.0,185.2792920978188,65.0,65.0
371,LOWER CARP LAKE,NORTHWEST TERRITORIES,220N004,27610,71680.0,XLC,63.6,-113.86,633610080.0,-1135145040.0,373.4,1992.0,2015.0,730.0,432.0,0.0,730.0,433.0,730.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50721.0,66.65225182913825,1707.0,105.51071890862444,65.0,65.0
373,ARVIAT A,NUNAVUT,2300427,50557,71174.0,YEK,61.09,-94.07,610538000.0,-940418000.0,10.4,2012.0,2015.0,730.0,93.0,0.0,730.0,98.0,104.0,365.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50718.0,0.0,1708.0,1.1143068999014003,65.0,67.0
375,BAKER LAKE CLIMATE,NUNAVUT,2300501,42583,71356.0,XBL,64.32,-96.0,641900000.0,-960000000.0,50.8,2004.0,2015.0,730.0,66.0,0.0,730.0,72.0,344.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.0,4.467305151344704,1709.0,4.467305151344704,65.0,67.0
376,BAKER LAKE A,NUNAVUT,2300503,51417,71926.0,YBK,64.3,-96.08,641756000.0,-960440000.0,18.6,2013.0,2015.0,94.0,67.0,0.0,74.0,70.0,86.0,349.0,0.0,349.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1709.0,0.0,1709.0,0.0,65.0,67.0
380,CORAL HARBOUR A,NUNAVUT,2301000,1713,71915.0,YZS,64.19,-83.36,641136000.0,-832134000.0,62.2,1933.0,2015.0,256.0,245.0,0.0,256.0,247.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1713.0,0.0,1713.0,0.0,65.0,76.0
381,ENNADAI LAKE (AUT),NUNAVUT,2301102,7341,71923.0,WJC,61.13,-100.88,610755000.0,-1005302000.0,353.1,1994.0,2015.0,730.0,246.0,0.0,730.0,254.0,279.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708.0,366.98853214131515,1708.0,366.98853214131515,65.0,67.0
382,ARVIAT CLIMATE,NUNAVUT,2301153,41576,71322.0,XAR,61.1,-94.07,610600000.0,-940400000.0,9.8,2004.0,2015.0,730.0,67.0,0.0,730.0,71.0,80.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708.0,0.0,1708.0,0.0,65.0,67.0
390,RANKIN INLET A,NUNAVUT,2303405,51277,71083.0,YRT,62.81,-92.11,624838000.0,-920653000.0,32.3,2013.0,2015.0,93.0,66.0,0.0,71.0,67.0,86.0,316.0,0.0,316.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1721.0,1.2256978953686244,1721.0,1.2256978953686244,65.0,66.0
391,ROBERTSON LAKE (AUT),NUNAVUT,2303610,7337,71490.0,WTD,65.1,-102.43,650559000.0,-1022546000.0,243.7,1992.0,2015.0,730.0,411.0,0.0,730.0,415.0,483.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.0,315.6219885409924,1709.0,315.6219885409924,65.0,74.0
