,name,province,climate_id,station_id,wmo_id,tc_id,latitude_decimal_degrees,longitude_decimal_degrees,latitude,longitude,elevation_m,start_date,end_date,h_rain_nan,T_low_nan,date_nan,h_snow_nan,T_high_nan,h_all_precip_nan,T_high_avg_nan,T_min_nan,T_low_avg_nan,T_max_nan,period_T_low_nan,period_T_high_nan,T_min_year_nan,day_nan,T_max_year_nan,month_nan,alm_stn_id,alm_stn_dist,norm_stn_id,norm_stn_dist,temp_nan_post_fill,precip_nan_post_fill
733,BROADVIEW,SASKATCHEWAN,4010879,2855,71861.0,WIK,50.37,-102.57,502205000.0,-1023415000.0,599.8,1965.0,2015.0,730.0,66.0,0.0,730.0,70.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2855.0,0.0,2855.0,0.0,65.0,66.0
734,BUFFALO POUND LAKE,SASKATCHEWAN,4010984,2859,,,50.55,-105.38,503300000.0,-1052300000.0,588.0,1965.0,2015.0,75.0,73.0,0.0,75.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2859.0,0.0,2967.0,27.94765857056087,65.0,66.0
735,CUPAR,SASKATCHEWAN,4011980,2875,,,50.85,-104.27,505100000.0,-1041600000.0,556.3,1955.0,2015.0,167.0,166.0,0.0,167.0,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875.0,0.0,2875.0,0.0,65.0,66.0
736,DUVAL,SASKATCHEWAN,4012300,2890,,,51.18,-104.87,511100000.0,-1045200000.0,584.0,1957.0,2015.0,112.0,112.0,0.0,112.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2890.0,0.0,2890.0,0.0,65.0,66.0
737,ESTEVAN A,SASKATCHEWAN,4012400,2896,,,49.22,-102.97,491300000.0,-1025800000.0,580.3,1944.0,2015.0,323.0,323.0,0.0,323.0,323.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0,0.0,2896.0,0.0,65.0,67.0
738,ESTEVAN,SASKATCHEWAN,4012410,49728,71559.0,PJM,49.22,-102.97,491300000.0,-1025800000.0,580.6,2011.0,2015.0,730.0,65.0,0.0,730.0,69.0,73.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0,0.0,2896.0,0.0,65.0,67.0
739,INDIAN HEAD CDA,SASKATCHEWAN,4013480,2925,71515.0,WBD,50.55,-103.65,503300000.0,-1033900000.0,579.1,1885.0,2015.0,730.0,73.0,0.0,730.0,71.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925.0,0.0,2925.0,0.0,65.0,66.0
740,KELLIHER,SASKATCHEWAN,4013660,2930,,,51.26,-103.75,511526700.0,-1034510900.0,675.6,1951.0,2015.0,78.0,78.0,0.0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930.0,0.0,2930.0,0.0,65.0,66.0
741,KIPLING,SASKATCHEWAN,4014040,2933,,,50.2,-102.73,501200000.0,-1024400000.0,671.2,1949.0,2015.0,81.0,81.0,0.0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2933.0,0.0,2933.0,0.0,65.0,66.0
742,LANGENBURG,SASKATCHEWAN,4014145,2941,,,50.9,-101.72,505400000.0,-1014300000.0,516.6,1959.0,2015.0,131.0,131.0,0.0,131.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2941.0,0.0,2941.0,0.0,65.0,66.0
743,LAST MOUNTAIN CS,SASKATCHEWAN,4014156,2942,71556.0,WXG,51.42,-105.25,512500000.0,-1051500000.0,497.0,1975.0,2015.0,730.0,71.0,0.0,730.0,73.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2942.0,0.0,2942.0,0.0,65.0,66.0
744,LEROY,SASKATCHEWAN,4014322,2947,,,52.0,-104.63,520000000.0,-1043800000.0,535.4,1980.0,2015.0,76.0,76.0,0.0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947.0,0.0,2947.0,0.0,65.0,66.0
745,LIPTON 2,SASKATCHEWAN,4014481,2951,,,51.15,-103.89,510908008.0,-1035322001.0,640.0,1979.0,2015.0,214.0,214.0,0.0,214.0,214.0,214.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930.0,15.668272134532687,2951.0,0.0,65.0,66.0
746,MACOUN,SASKATCHEWAN,4014870,2956,,,49.23,-103.23,491400000.0,-1031400000.0,571.2,1971.0,2015.0,648.0,730.0,0.0,648.0,730.0,648.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,2896.0,18.97143995153512,2956.0,0.0,65.0,67.0
748,MOOSE JAW CS,SASKATCHEWAN,4015322,27476,71539.0,ZMJ,50.33,-105.54,501954050.0,-1053215030.0,577.0,1997.0,2015.0,730.0,66.0,0.0,730.0,73.0,223.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2967.0,2.1361140616934366,2967.0,2.136114061693437,65.0,66.0
749,MOOSE JAW SNOW,SASKATCHEWAN,4015328,46067,,,50.34,-105.55,502029000.0,-1053303000.0,569.0,2004.0,2015.0,434.0,730.0,0.0,434.0,730.0,434.0,225.0,225.0,225.0,225.0,0.0,0.0,225.0,0.0,225.0,0.0,2967.0,1.8069036782315515,2967.0,1.8069036782315515,65.0,66.0
750,MUENSTER,SASKATCHEWAN,4015440,2973,,,52.33,-105.0,522000000.0,-1050000000.0,580.0,1904.0,2015.0,138.0,170.0,0.0,138.0,149.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,2973.0,0.0,65.0,65.0
751,OXBOW,SASKATCHEWAN,4015800,2981,,,49.32,-102.12,491900000.0,-1020700000.0,576.0,1949.0,2015.0,186.0,188.0,0.0,186.0,186.0,186.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2864.0,36.151084521555106,2981.0,0.0,65.0,66.0
752,QU'APPELLE 1,SASKATCHEWAN,4016322,2992,,,50.57,-103.98,503400000.0,-1035900000.0,662.9,1962.0,2015.0,67.0,67.0,0.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2992.0,0.0,2992.0,0.0,65.0,66.0
753,REGINA SIAST SNOW,SASKATCHEWAN,4016563,46588,,,50.41,-104.58,502428000.0,-1043456000.0,574.0,2004.0,2015.0,461.0,730.0,0.0,461.0,730.0,461.0,216.0,216.0,216.0,216.0,0.0,0.0,216.0,0.0,216.0,0.0,2838.0,1.1123705242909927,2838.0,1.1123705242909927,65.0,66.0
754,REGINA RCMP SNOW,SASKATCHEWAN,4016565,46607,,,50.45,-104.67,502702000.0,-1044000000.0,570.0,2004.0,2015.0,370.0,730.0,0.0,370.0,730.0,370.0,232.0,232.0,232.0,232.0,0.0,0.0,232.0,0.0,232.0,0.0,3002.0,2.2247506600054594,3002.0,2.2247506600054594,65.0,66.0
756,REGINA GILMOUR,SASKATCHEWAN,4016651,3007,,,50.57,-104.83,503400000.0,-1045000000.0,556.3,1970.0,2015.0,87.0,730.0,0.0,87.0,730.0,87.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,2955.0,7.829083366369455,3007.0,0.0,65.0,66.0
757,REGINA RCS,SASKATCHEWAN,4016699,28011,71514.0,WDJ,50.43,-104.67,502600000.0,-1044000000.0,577.3,1996.0,2015.0,730.0,65.0,0.0,730.0,70.0,73.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.0,0.0,3002.0,0.0,65.0,66.0
758,WATROUS EAST,SASKATCHEWAN,4018642,10785,71511.0,WIW,51.67,-105.4,514000000.0,-1052400000.0,525.6,1992.0,2015.0,730.0,68.0,0.0,730.0,75.0,97.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3046.0,4.842730191454788,3046.0,4.842730191454788,65.0,66.0
759,YELLOW GRASS,SASKATCHEWAN,4019040,3060,,,49.82,-104.18,494900000.0,-1041100000.0,579.7,1911.0,2015.0,87.0,87.0,0.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060.0,0.0,3060.0,0.0,65.0,66.0
760,YORKTON,SASKATCHEWAN,4019073,49808,71886.0,PRJ,51.26,-102.46,511553000.0,-1022752000.0,498.4,2011.0,2015.0,730.0,68.0,0.0,730.0,72.0,79.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.0,1.313352020529595,3062.0,1.313352020529595,65.0,66.0
761,YORKTON,SASKATCHEWAN,4019075,48977,71292.0,YQV,51.26,-102.46,511553000.0,-1022742000.0,498.3,2011.0,2015.0,730.0,81.0,0.0,730.0,88.0,94.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.0,1.313352020529595,3062.0,1.313352020529595,65.0,66.0
762,TONKIN,SASKATCHEWAN,4019082,26999,,,51.2,-102.23,511200000.0,-1021400000.0,526.7,1994.0,2015.0,103.0,118.0,0.0,101.0,117.0,101.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.0,18.482936016597396,26999.0,0.0,65.0,66.0
763,WYNYARD (AUT),SASKATCHEWAN,40190LN,10660,71865.0,WOY,51.77,-104.2,514600000.0,-1041200000.0,560.1,1992.0,2015.0,730.0,66.0,0.0,730.0,69.0,73.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3058.0,0.0,3058.0,0.0,65.0,66.0
764,WEYBURN,SASKATCHEWAN,401HP5R,10666,71452.0,WWF,49.7,-103.8,494200000.0,-1034800000.0,588.6,1992.0,2015.0,730.0,65.0,0.0,730.0,70.0,74.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.0,5.967826932943625,3051.0,4.914496894665877,65.0,67.0
765,CUTBANK,SASKATCHEWAN,401JR89,9819,,,51.29,-106.85,511722000.0,-1065054002.0,574.8,2008.0,2015.0,634.0,730.0,0.0,634.0,730.0,634.0,191.0,191.0,191.0,191.0,0.0,0.0,191.0,0.0,191.0,0.0,3318.0,25.311830487673358,3292.0,20.07434946948442,65.0,66.0
766,ASSINIBOIA AIRPORT,SASKATCHEWAN,4020286,10805,71487.0,WJI,49.73,-105.95,494345090.0,-1055646010.0,725.5,1992.0,2015.0,730.0,65.0,0.0,730.0,67.0,71.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3070.0,1.4419294845392328,10805.0,0.0,65.0,66.0
767,BEECHY,SASKATCHEWAN,4020560,3071,,,50.83,-107.31,504955060.0,-1071841030.0,659.9,1926.0,2015.0,67.0,67.0,0.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3071.0,0.0,3071.0,0.0,65.0,66.0
768,ELBOW CS,SASKATCHEWAN,4022359,3088,71450.0,WOK,51.13,-106.58,510800000.0,-1063500000.0,595.0,1972.0,2015.0,730.0,67.0,0.0,730.0,70.0,71.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9023.0,0.0,3091.0,4.920291251305068,65.0,66.0
769,ELBOW 2 NE,SASKATCHEWAN,4022363,3091,,,51.17,-106.55,511000000.0,-1063300000.0,605.3,1990.0,2015.0,280.0,280.0,0.0,280.0,280.0,280.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9023.0,4.920291251305193,3091.0,0.0,65.0,66.0
770,LUCKY LAKE,SASKATCHEWAN,4024714,10724,71455.0,WLE,50.95,-107.15,505700000.0,-1070900000.0,664.7,1992.0,2015.0,730.0,66.0,0.0,730.0,69.0,78.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3071.0,17.462995114734653,3071.0,17.462995114734653,65.0,66.0
771,MAPLE CREEK,SASKATCHEWAN,4024919,10667,71453.0,WMQ,49.9,-109.47,495409050.0,-1092758060.0,766.7,1992.0,2015.0,730.0,68.0,0.0,730.0,73.0,78.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3126.0,11.122810013110412,3126.0,11.122810013110412,65.0,66.0
772,ROCK POINT,SASKATCHEWAN,4026847,3142,,,51.15,-107.26,510914007.0,-1071548004.0,725.1,1973.0,2015.0,70.0,70.0,0.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3142.0,0.0,3142.0,0.0,65.0,66.0
773,STEWART VALLEY,SASKATCHEWAN,4027775,3151,,,50.6,-107.8,503600000.0,-1074800000.0,727.0,1984.0,2015.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3151.0,0.0,3151.0,0.0,65.0,66.0
774,SWIFT CURRENT,SASKATCHEWAN,4028038,48976,71142.0,YYN,50.29,-107.69,501731000.0,-1074126000.0,816.9,2011.0,2015.0,730.0,139.0,0.0,730.0,145.0,149.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3155.0,1.321007155244001,3155.0,1.321007155244001,65.0,66.0
775,SWIFT CURRENT CDA,SASKATCHEWAN,4028060,3157,71446.0,WVC,50.27,-107.73,501600000.0,-1074400000.0,825.0,1959.0,2015.0,730.0,74.0,0.0,730.0,78.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7479.0,0.0,3157.0,0.0,65.0,66.0
776,LEADER AIRPORT,SASKATCHEWAN,402DAF0,10795,71459.0,WJX,50.91,-109.5,505434070.0,-1093005010.0,675.5,1992.0,2015.0,730.0,66.0,0.0,730.0,70.0,79.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3121.0,3.948813438776984,3121.0,3.9488134387769835,65.0,65.0
777,CLAYDON,SASKATCHEWAN,4031581,3168,,,49.13,-109.1,490800000.0,-1090600000.0,975.0,1971.0,2015.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168.0,0.0,3168.0,0.0,65.0,67.0
778,CORONACH,SASKATCHEWAN,4031844,3173,,,49.12,-105.52,490700000.0,-1053100000.0,772.9,1971.0,2015.0,66.0,65.0,0.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3173.0,0.0,3173.0,0.0,65.0,66.0
779,CORONACH SPC,SASKATCHEWAN,40318MN,3172,71516.0,WAQ,49.05,-105.48,490300000.0,-1052900000.0,756.0,1980.0,2015.0,730.0,67.0,0.0,730.0,72.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3172.0,0.0,3172.0,0.0,65.0,66.0
780,CYPRESS HILLS PARK,SASKATCHEWAN,4031999,10888,71139.0,WVP,49.64,-109.51,493826009.0,-1093052004.0,1270.6,1992.0,2015.0,730.0,69.0,0.0,730.0,74.0,87.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3085.0,4.413123299962316,10888.0,0.0,65.0,67.0
781,EASTEND CYPRESS (AUT),SASKATCHEWAN,4032322,7485,71131.0,WEH,49.44,-108.99,492616010.0,-1085919050.0,1079.6,1992.0,2015.0,730.0,65.0,0.0,730.0,69.0,74.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3115.0,27.169107918789024,3178.0,15.19635465631534,65.0,67.0
782,MANKOTA,SASKATCHEWAN,4034910,3186,71204.0,PMK,49.1,-107.02,490557000.0,-1070128030.0,830.0,1962.0,2015.0,730.0,71.0,0.0,730.0,75.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3186.0,0.0,3186.0,0.0,65.0,66.0
783,ROCKGLEN (AUT),SASKATCHEWAN,4036844,3193,71135.0,WKO,49.17,-105.98,491004040.0,-1055845060.0,917.0,1970.0,2015.0,730.0,68.0,0.0,730.0,71.0,82.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3173.0,34.018693760804055,3173.0,34.018693760804055,65.0,66.0
784,VAL MARIE SOUTHEAST,SASKATCHEWAN,4038412,10821,71137.0,WVN,49.06,-107.59,490330001.0,-1073509010.0,796.0,1992.0,2015.0,730.0,73.0,0.0,730.0,77.0,132.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3196.0,39.337449572010335,3196.0,39.337449572010335,65.0,66.0
785,BICKLEIGH,SASKATCHEWAN,4040587,3210,,,51.29,-108.41,511740000.0,-1082424070.0,676.4,1988.0,2015.0,71.0,167.0,0.0,73.0,169.0,71.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3093.0,29.58352166356596,3210.0,0.0,65.0,65.0
787,KINDERSLEY A,SASKATCHEWAN,4043901,51739,71129.0,YKY,51.52,-109.18,513055000.0,-1091050000.0,693.7,2013.0,2015.0,73.0,65.0,0.0,67.0,65.0,68.0,350.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3231.0,0.0,3231.0,0.0,65.0,65.0
788,MACKLIN,SASKATCHEWAN,4044850,45827,,,52.33,-109.95,521958040.0,-1095651000.0,670.7,2007.0,2015.0,371.0,374.0,0.0,371.0,373.0,371.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3258.0,37.884063078759155,3258.0,37.884063078759155,65.0,65.0
791,ROSETOWN EAST,SASKATCHEWAN,4046884,10784,71510.0,WRJ,51.57,-107.92,513400000.0,-1075500000.0,586.0,1992.0,2015.0,730.0,66.0,0.0,730.0,68.0,72.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,8.886291281372444,3250.0,8.886291281372444,65.0,65.0
792,SCOTT CDA,SASKATCHEWAN,4047240,3259,71489.0,WTS,52.36,-108.83,522135064.0,-1085005004.0,659.6,1911.0,2015.0,730.0,65.0,0.0,730.0,67.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3259.0,0.0,3259.0,0.0,65.0,65.0
793,SONNINGDALE,SASKATCHEWAN,4047644,3261,,,52.32,-107.77,521900000.0,-1074600000.0,716.3,1984.0,2015.0,261.0,264.0,0.0,261.0,264.0,261.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323.0,25.45151400734487,3261.0,0.0,65.0,70.0
794,WASECA RCS,SASKATCHEWAN,4048521,51798,71663.0,PWX,53.13,-109.41,530753008.0,-1092418006.0,640.0,2013.0,2015.0,730.0,77.0,0.0,730.0,82.0,138.0,365.0,0.0,365.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3270.0,0.6693539603479051,3270.0,0.6693539603479051,65.0,100.0
795,HOEY,SASKATCHEWAN,4053264,3300,,,52.85,-105.78,525100000.0,-1054700000.0,473.0,1986.0,2015.0,700.0,730.0,0.0,700.0,730.0,700.0,365.0,365.0,365.0,365.0,0.0,0.0,365.0,0.0,365.0,0.0,3322.0,41.832124547659284,3322.0,41.832124547659284,65.0,65.0
796,MELFORT,SASKATCHEWAN,4055079,10727,71456.0,WFF,52.82,-104.6,524900000.0,-1043600000.0,490.0,1992.0,2015.0,730.0,65.0,0.0,730.0,67.0,74.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311.0,0.0,3311.0,0.0,65.0,65.0
797,OUTLOOK PFRA,SASKATCHEWAN,4055736,3318,71551.0,WYE,51.48,-107.05,512900000.0,-1070300000.0,541.0,1952.0,2015.0,730.0,73.0,0.0,730.0,79.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3318.0,0.0,3318.0,0.0,65.0,66.0
798,PILGER,SASKATCHEWAN,4056121,50977,71655.0,PUN,52.42,-105.15,522500000.0,-1050900000.0,552.0,2012.0,2015.0,730.0,381.0,0.0,730.0,382.0,384.0,350.0,1.0,350.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,3320.0,0.0,3320.0,0.0,65.0,65.0
799,PRINCE ALBERT A,SASKATCHEWAN,4056241,51878,71869.0,YPA,53.21,-105.67,531252000.0,-1054023000.0,428.2,2013.0,2015.0,83.0,66.0,0.0,73.0,67.0,82.0,360.0,0.0,360.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3322.0,1.1129031361921853,3322.0,1.1129031361921853,65.0,67.0
804,BUFFALO NARROWS (AUT),SASKATCHEWAN,4060983,7534,71077.0,WVT,55.84,-108.42,555026008.0,-1082514009.0,440.1,1992.0,2015.0,730.0,66.0,0.0,730.0,70.0,285.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50823.0,0.0,3357.0,1.2775915150029655,65.0,65.0
806,CIGAR LAKE,SASKATCHEWAN,4061570,3359,,,58.08,-104.48,580500000.0,-1042900000.0,467.0,1987.0,2015.0,74.0,73.0,0.0,74.0,74.0,74.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3361.0,47.286498515338074,3359.0,0.0,65.0,66.0
807,COLLINS BAY,SASKATCHEWAN,4061629,10663,71075.0,WWC,58.19,-103.71,581124000.0,-1034242000.0,490.1,1992.0,2015.0,730.0,90.0,0.0,730.0,97.0,195.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3361.0,1.2596185639742647,6873.0,1.2596185639742647,65.0,66.0
808,COLLINS BAY CAMECO,SASKATCHEWAN,4061632,6873,,,58.18,-103.7,581100000.0,-1034200000.0,490.1,1992.0,2015.0,184.0,180.0,0.0,183.0,226.0,183.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3361.0,0.0,6873.0,0.0,65.0,66.0
809,ISLAND FALLS (AUT),SASKATCHEWAN,4063605,42883,71331.0,PIF,55.53,-102.35,553200000.0,-1022100000.0,297.4,2004.0,2015.0,730.0,78.0,0.0,730.0,84.0,92.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,3375.0,0.0,65.0,65.0
811,KEY LAKE,SASKATCHEWAN,4063753,49448,71033.0,PLS,57.25,-105.6,571500000.0,-1053600000.0,513.9,2011.0,2015.0,730.0,70.0,0.0,730.0,73.0,78.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3377.0,1.207281828922946,3377.0,1.207281828922946,65.0,66.0
812,KEY LAKE,SASKATCHEWAN,4063755,3377,,,57.25,-105.62,571500000.0,-1053700000.0,509.0,1976.0,2015.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3377.0,0.0,3377.0,0.0,65.0,66.0
813,KEY LAKE,SASKATCHEWAN,4063757,48872,71499.0,YKJ,57.26,-105.62,571523000.0,-1053703000.0,513.9,2010.0,2015.0,730.0,96.0,0.0,730.0,100.0,109.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3377.0,1.113644344306664,3377.0,1.113644344306664,65.0,66.0
814,LA RONGE RCS,SASKATCHEWAN,4064149,29371,71586.0,XOX,55.15,-105.27,550847020.0,-1051613030.0,378.6,1999.0,2015.0,730.0,72.0,0.0,730.0,75.0,178.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3381.0,0.0,3381.0,0.0,65.0,65.0
815,LA RONGE A,SASKATCHEWAN,4064155,51425,71922.0,YVC,55.15,-105.27,550905000.0,-1051601000.0,379.2,2013.0,2015.0,76.0,66.0,0.0,69.0,67.0,73.0,362.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3381.0,0.0,3381.0,0.0,65.0,65.0
818,SOUTHEND,SASKATCHEWAN,4067655,10242,71451.0,WJH,56.33,-103.28,562000000.0,-1031700000.0,344.1,1992.0,2015.0,730.0,73.0,0.0,730.0,75.0,82.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3403.0,13.741217279757464,10242.0,0.0,65.0,65.0
819,SPIRITWOOD WEST,SASKATCHEWAN,4067723,10850,71133.0,WSR,53.37,-107.55,532200000.0,-1073300000.0,584.3,1992.0,2015.0,730.0,65.0,0.0,730.0,67.0,70.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3279.0,67.38005172470841,3242.0,32.03454278879993,65.0,65.0
820,STONY RAPIDS,SASKATCHEWAN,4067799,48548,71132.0,YSF,59.25,-105.84,591501000.0,-1055029000.0,244.15,2010.0,2015.0,730.0,94.0,0.0,730.0,106.0,115.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53218.0,168.96546841318752,3394.0,0.5705811779782635,65.0,66.0
821,WASKESIU LAKE,SASKATCHEWAN,4068559,10688,71454.0,WLV,53.92,-106.07,535500000.0,-1060400000.0,569.4,1992.0,2015.0,730.0,65.0,0.0,730.0,71.0,79.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3402.0,0.6570143916251021,10688.0,0.0,65.0,65.0
823,URANIUM CITY (AUT),SASKATCHEWAN,406QLD0,9831,71076.0,WDC,59.57,-108.48,593400000.0,-1082900000.0,318.2,1992.0,2015.0,730.0,123.0,0.0,730.0,125.0,144.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3360.0,146.44624511560008,3360.0,146.44624511560008,65.0,66.0
824,NIPAWIN,SASKATCHEWAN,4075525,48608,71130.0,YBU,53.33,-104.01,531957000.0,-1040030000.0,371.9,2010.0,2015.0,730.0,112.0,0.0,730.0,122.0,184.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3420.0,0.6662420830079988,3420.0,0.6662420830079988,65.0,67.0
825,NIPAWIN,SASKATCHEWAN,407N51G,10195,71312.0,WBU,53.33,-104.0,532000000.0,-1040000000.0,371.9,1994.0,2015.0,730.0,65.0,0.0,730.0,70.0,80.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3420.0,0.0,3420.0,0.0,65.0,67.0
826,HUDSON BAY(AUT),SASKATCHEWAN,4083324,46367,71868.0,ZHB,52.82,-102.32,524900000.0,-1021900000.0,358.1,2007.0,2015.0,730.0,68.0,0.0,730.0,70.0,75.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434.0,83.39302068441337,3439.0,0.0,65.0,66.0
827,MCKAGUE 2,SASKATCHEWAN,4085052,3446,,,52.58,-103.83,523500000.0,-1035000000.0,543.0,1985.0,2015.0,221.0,232.0,0.0,221.0,226.0,221.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311.0,58.504490536760464,3446.0,0.0,65.0,66.0
828,PELLY,SASKATCHEWAN,4086000,3448,,,52.08,-101.87,520500000.0,-1015200000.0,509.0,1951.0,2015.0,79.0,79.0,0.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3448.0,0.0,3448.0,0.0,65.0,66.0
